Feature,SAFE total score,number of enriched nodes,number of enriched samples,SAFE enriched score,enriched abundance ratio,enriched SAFE score ratio
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp900545495,13.33680128485445,20,84,11.114551973386781,1.0000000000000002,0.8333746402901495
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__UBA1407;f__UBA1407;g__;s__,12.590667634364163,20,83,11.09972821566434,1.0,0.8815837680735414
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A sp900240235,16.338989423016017,21,39,11.08396185335154,1.0,0.6783749940946806
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900541955,15.411216688026588,20,56,11.066328044193597,0.6113055879314657,0.7180697194914754
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__DTU089_A;s__DTU089_A sp002440045,13.087391783265485,20,84,11.052123848935242,1.0,0.8444863599993477
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp900555735,13.015278106571994,19,78,11.048167873507463,1.0,0.8488614521366816
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp900549495,12.209765103794167,19,77,11.040687202707867,1.0,0.9042505821243841
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium scardovii,14.166320550440584,19,32,11.022368443230338,1.0,0.7780685467326611
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A massiliensis,24.819009941293267,19,44,11.021969299974073,0.3315689346168294,0.44409383476800124
d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__Methanosphaera stadtmanae,11.927328879444653,20,81,10.992780070276345,1.0,0.9216464290861558
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066575;s__GCA-900066575 sp900553635,12.306975247489238,20,75,10.970743646494206,0.8880050788221858,0.891424856707367
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__UBA636;s__,14.733360336222198,20,82,10.953628122037042,0.9999999999999998,0.7434575597195825
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Mesosutterella;s__Mesosutterella multiformis,14.10045586794966,20,30,10.937235514296127,0.5853778872992675,0.7756653839225486
d__Bacteria;p__Spirochaetota;c__Brachyspirae;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira;s__Brachyspira sp000431595,12.469433343851716,20,79,10.918288525022357,0.9455432943272144,0.8756042254643288
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__C941;s__,13.271574570042196,20,79,10.904229562093642,1.0,0.8216228982134237
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495;s__CAG-495 sp000432275,12.845998985643629,21,31,10.899010858318688,0.7846207172067813,0.8484362228659019
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__UMGS1217;s__UMGS1217 sp900549625,11.399429775898943,19,68,10.893390394436182,1.0,0.9556083601187977
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Dysgonomonas;s__Dysgonomonas capnocytophagoides,14.827130289290487,20,36,10.889631147567027,0.8336321950489965,0.7344395668683452
d__Bacteria;p__Myxococcota;c__Bradimonadia;o__Bradymonadales;f__UBA4248;g__UBA4248;s__UBA4248 sp004554395,13.544921320667113,19,80,10.885407468625395,1.0,0.8036523218496826
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprocola,13.129933047908782,19,73,10.874886390534225,0.8066281701379023,0.8282514732446621
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__QAMH01;g__W2P13-069;s__,13.109006772728318,21,76,10.868868153451677,1.0,0.8291145425344524
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1696;s__,11.898255591775083,20,81,10.862592606452438,1.0,0.9129567374532979
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__CAG-822;s__CAG-822 sp900546055,11.817673296826106,19,46,10.85961455872425,1.0,0.9189300030523636
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp003533405,12.50221435718359,19,77,10.845423100634505,1.0,0.867480175174159
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__RUG841;s__RUG841 sp900313795,13.242401192413503,19,80,10.845423100634504,1.0,0.8189921860128951
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__,15.744836415004457,19,37,10.805675068946188,0.7004786031858562,0.686299608590956
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp000434115,12.803228299444998,19,77,10.805299404704998,1.0,0.8439511623153195
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Mitsuokella;s__Mitsuokella multacida,10.973714901295855,18,23,10.800464310788128,0.801634375438383,0.9842122205592139
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum intestinale,13.412777279832806,18,41,10.80004168851679,1.0,0.8052054740933875
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Mogibacterium;s__Mogibacterium sp002299625,12.402817757384282,18,71,10.80004168851679,0.8714761037535856,0.8707732307109612
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp900155425,11.918934588158617,18,70,10.80004168851679,0.9031414468308153,0.9061247554161896
d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__UBA71;s__UBA71 sp006954465,11.51694420637759,21,80,10.783301991390545,1.0,0.936298882599363
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UMGS1585;s__UMGS1585 sp900553205,13.144161194565228,20,84,10.768116507350031,1.0,0.8192319272379565
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea hylemonae,11.62477257781571,19,44,10.745324995459677,1.0,0.9243471150537312
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-552;g__UMGS1795;s__UMGS1795 sp900555125,11.760031275141445,20,81,10.742900423353301,1.0,0.9135095113277315
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus,13.278337949082001,20,48,10.737144576748278,0.8206254190422527,0.8086211254692905
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp000438255,16.13334303616596,19,75,10.72584994638505,1.0,0.6648250100640032
d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis,13.517970281667736,21,47,10.681702699967316,0.8690266773296568,0.7901853959875325
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Negativicoccaceae;g__Negativicoccus;s__Negativicoccus massiliensis,14.77196352819496,24,83,10.655467105741153,1.0,0.7213304504444024
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900548195,11.920076196957735,19,79,10.642538999822934,0.9999999999999999,0.8928247457461004
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CAG-196;s__CAG-196 sp002102975,17.06559577082313,20,48,10.61852208320109,0.45752844787951213,0.6222180711297208
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__;s__,12.351658336925386,20,79,10.618333038091478,1.0,0.8596686168324364
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp900066445,11.791780971465911,19,72,10.616340426289543,1.0,0.9003169624655739
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D pittmaniae,11.886527891661059,19,76,10.598861648483915,1.0,0.8916701113299452
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UMGS1840;f__;g__;s__,12.208602518306293,19,77,10.589950037818483,1.0,0.8674170546497268
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp900542985,11.747183264258505,19,72,10.582564590577611,1.0,0.9008597510158615
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G sp900550135,13.016172928870514,19,76,10.56936669014687,1.0,0.8120179985242431
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp900541485,19.627908119427246,20,41,10.546011997533183,0.47455167569792284,0.5372967884995847
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__QALW01;g__QALW01;s__QALW01 sp900547955,12.293977569471412,19,42,10.538802115397361,1.0,0.8572329057739191
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__UBA1777 sp900549485,13.161796949462861,19,77,10.536349996097929,1.0,0.8005251894216406
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-279;s__CAG-279 sp900544305,11.71205157867098,19,72,10.535335888089701,1.0,0.8995294989372984
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae_J,13.502356658258648,19,37,10.5178994706021,0.17981329481925165,0.7789676822207833
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__OEMR01;s__,12.171057714297605,19,41,10.50939228090155,1.0,0.8634740322162747
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B faecium_B,13.907842601683246,19,42,10.481627885641808,0.7862522196604,0.7536487279754829
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas sp002161485,14.377444250085574,18,42,10.475593532973111,0.9769927287128027,0.7286130518580004
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus reuteri,12.404537878299468,24,58,10.46904101181594,0.9999999999999999,0.8439686439371923
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister_A;s__Dialister_A pneumosintes,11.363340409974876,19,44,10.46690637242905,1.0,0.9211117501365245
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A sp900538655,11.564070305942558,18,45,10.441817697261179,1.0,0.9029534948343686
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum;s__Varibaculum cambriense_A,14.707326572124678,22,74,10.433553446482787,0.816016057398428,0.7094119652077266
d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__UBA4951;s__UBA4951 sp900540385,13.18041989396538,19,74,10.404174698590856,1.0,0.7893659520934063
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__,11.58743637672516,21,44,10.385065647663762,0.46146568499698326,0.8962349660468029
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1487;s__,11.4559089118199,19,77,10.382489190403929,1.0,0.9062999077874611
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp005845215,12.408846961025123,18,38,10.361709633340784,0.2490485011021013,0.8350259831462036
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__UMGS1502;s__UMGS1502 sp900552365,12.744581594099204,18,79,10.361709633340784,1.0,0.8130286237202404
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia_A;s__Slackia_A piriformis,13.563589438362394,18,33,10.32081605390183,0.6878617034785134,0.7609207061894022
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium sp900551745,12.032292813790418,18,38,10.30173522409546,1.0,0.8561739132784787
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__,10.851069847311031,18,49,10.280705095140938,0.8195099239332969,0.9474370029687503
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp001556435,12.610372427524066,18,47,10.28032943089975,0.45977908130936135,0.8152280584878967
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS1668;s__UMGS1668 sp900553955,12.484860783076298,18,77,10.234814183258022,1.0000000000000002,0.8197779984164261
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B durans,12.318970561736453,19,32,10.212151523343321,0.8530701890858956,0.8289776708341967
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-433;g__CAG-433;s__,13.150578153492987,18,78,10.198949228458716,1.0,0.775551394730864
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A harei_A,13.261982362291757,19,43,10.187226381135197,1.0,0.7681526111888735
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus anginosus,12.609505289675269,20,54,10.182219883972081,1.0,0.8075035181839638
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag1;s__Zag1 sp001765415,13.805160620601782,18,75,10.173126319166515,0.9226758497761448,0.7369074941427995
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__,12.381040119367086,18,78,10.165549056987974,1.0,0.8210577592012224
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1815;s__UMGS1815 sp900550625,11.471426761589516,18,75,10.165173392746784,1.0,0.8861298253486183
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Anaeroglobus;s__Anaeroglobus micronuciformis,14.454986588315016,18,33,10.138974819213393,0.44158503037593916,0.7014171031752766
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp900540675,12.49615041754932,19,37,10.12798754900222,1.0,0.8104886073377203
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__QAMM01;s__QAMM01 sp900552945,10.09947068574797,18,25,10.09947068574797,1.0,1.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_A;s__Lachnoclostridium_A edouardi,10.24991951671048,17,39,10.086355131811835,1.0,0.9840423737345463
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Clostridium_U;s__Clostridium_U hiranonis,10.830162010912167,17,40,10.086355131811835,1.0,0.9313207984930518
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__Anaerobiospirillum sp900543125,10.902732155414576,17,40,10.085955988555568,1.0,0.9250851845926183
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Hafnia;s__Hafnia paralvei,11.011030372050929,17,40,10.085955988555568,1.0,0.9159865741680763
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera sp001546855,13.733737487035473,17,32,10.085955988555568,1.0,0.7343926588138605
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA11774;s__UBA11774 sp003507655,12.831325388222883,18,49,10.085290295780572,0.7630727051131415,0.7859897548103071
d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__;s__,12.268223135477005,18,76,10.037685929051472,1.0,0.8181857974220155
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp000434275,12.521077426332539,19,20,9.999016378328617,0.3906729325461167,0.7985747582153048
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__UMGS1670;s__,9.993699779721668,18,25,9.993699779721666,1.0,0.9999999999999998
d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus alvus,12.98939057407571,18,73,9.9794531510058,1.0,0.7682772408832514
d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__UBA1067;s__UBA1067 sp900320855,12.14666269991161,18,76,9.97771151980615,1.0,0.821436452654502
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS966;s__UMGS966 sp900547185,9.959923944009736,18,25,9.959923944009734,1.0,0.9999999999999998
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__,11.72934275454416,18,80,9.922529890898506,0.9980240689404017,0.8459578766299023
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__,14.746680516770642,18,63,9.896683502591236,0.8236731362273352,0.6711126270984339
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rs-D84;f__Rs-D84;g__Rs-D84;s__,12.018090472258034,17,77,9.890691886482205,1.0,0.8229836436423398
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__CAG-95 sp900553305,11.405581761471625,17,74,9.890691886482205,1.0,0.8671799556856661
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900548745,13.814691392663674,19,69,9.888624661918982,0.8804971811627235,0.7158049630533448
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__,14.398236071248453,18,77,9.84821266097374,0.8530714944004762,0.6839874420894818
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1484;s__UMGS1484 sp900552285,12.993251606474127,17,42,9.843087519753105,0.9447865539162901,0.757553830085812
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__Victivallis vadensis,12.547200147725563,18,73,9.815303300150202,1.0,0.7822704017301761
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__,11.36398119911147,18,68,9.798187449417147,1.0,0.8622143312049171
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A succinatutens,21.55240644298686,20,84,9.787632169818574,0.6995310397962466,0.4541317553429614
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp001517625,16.59620581159924,17,42,9.783113110507783,0.42993355607188716,0.5894788978617194
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-605;s__CAG-605 sp000433475,12.900293647307652,19,79,9.764060223046755,1.0,0.7568866639779597
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA5348;g__CAG-1193;s__CAG-1193 sp000436255,11.205269203920537,20,80,9.74645026124061,1.0,0.8698095586878439
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-354;s__CAG-354 sp001915925,13.57914588751946,20,54,9.746252968074401,0.9015313280617155,0.7177368185603002
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-793;s__CAG-793 sp000433915,11.610978907105924,17,37,9.743984641283552,0.9967024983251445,0.8392044046622313
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,14.939504033660757,18,31,9.701876555443633,0.5024729383664828,0.6494108863041217
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__Catenibacterium mitsuokai,13.925955100695989,18,42,9.68206006298935,0.521362410007895,0.6952528564813096
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900555955,12.179001944370762,18,34,9.6681007197317,1.0,0.7938335804437883
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA6382;s__UBA6382 sp900557555,11.217080223354483,18,77,9.653568523625214,1.0,0.8606133085797172
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__51-20;s__51-20 sp001917175,9.7395930947817,17,32,9.64804838463393,0.8288353799109631,0.9906007664532906
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum lactatifermentans,12.239831276647518,17,19,9.614624734148114,0.62502183466247,0.7855193847722347
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp003525905,11.841884535488507,18,44,9.597811361617786,0.5893871282779691,0.8104969553498398
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster citroniae,10.42089592175737,17,29,9.588426160614725,0.18595585397845393,0.9201153367816902
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__UBA636;s__UBA636 sp900546285,10.312707931345482,17,70,9.588426160614725,0.9862475441894347,0.929768032261507
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum sp900544475,12.17575875257812,18,52,9.575132137096807,0.8811305249278023,0.7864094822894999
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS911;s__UMGS911 sp900545935,11.559005971405933,17,67,9.566668182192897,0.9999999999999999,0.8276376191740382
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus infantis,12.332901064015974,17,71,9.548569841923184,1.0,0.7742355016358069
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia_A;s__,14.521009631623773,17,70,9.540821793885625,0.9312033228233173,0.6570357045358387
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000434995,10.855961393811363,17,40,9.540469608659507,0.6475550892487771,0.8788230965981718
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis,10.75542595337976,17,27,9.519063815463795,0.4657079354879723,0.8850475896282421
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__Victivallis sp002998355,10.63188285682461,17,32,9.519063815463795,1.0,0.8953318940448544
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp000177015,12.640284129724593,19,41,9.502817155661843,0.6705438631447839,0.7517882555594809
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium ruminantium,12.632993977533186,17,72,9.487612943141205,1.0,0.7510185598136276
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1491;s__UMGS1491 sp900552265,10.624954418864723,17,71,9.467541824708269,1.0,0.8910665826385612
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1191;s__UBA1191 sp900543485,11.716739907885145,17,50,9.460842178679949,1.0,0.8074637017685252
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Succiniclasticum;s__Succiniclasticum sp900544275,11.978263870273873,18,38,9.452097390905914,0.9296005722493735,0.7891041217052267
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus infantis_I,11.745303103671358,17,46,9.4451535419759,1.0,0.8041643079456609
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__Firm-07;s__,10.555786139189053,17,71,9.4451535419759,1.0,0.8947844734093413
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7096;s__,11.062938571917996,17,33,9.44134325117488,0.7789501623548566,0.8534209233648508
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia celatus_A,14.226430091121001,19,32,9.435599871743387,1.0,0.6632443846634676
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__,13.84685244373834,17,31,9.427395049179056,0.7319833095944094,0.6808330692829908
