Feature,SAFE total score,number of enriched nodes,number of enriched samples,SAFE enriched score,enriched abundance ratio,enriched SAFE score ratio
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__,21.455061606359475,32,102,18.236519366244604,1.0,0.849986809678474
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900549635,24.806238791293474,31,91,18.211391864784193,0.7726327968587225,0.7341456323953494
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__,20.684896786863014,33,97,18.208050493204816,0.8202313545972598,0.8802582232253997
d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-313;g__CAG-313;s__CAG-313 sp003539625,19.09161666442092,31,95,18.204044499399192,1.0,0.9535098477712575
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-552;g__;s__,19.45558268183276,29,89,18.097865619537075,1.0,0.9302145258510559
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis,20.407741512840555,30,63,18.086011503954452,0.7333328861305964,0.8862328784679446
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp900547695,22.59456229636571,31,80,18.079787487410517,0.8860259209817016,0.8001831259337392
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp900545585,26.71662694753406,31,106,18.07292578518217,0.752343949466424,0.6764673482424883
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__SFJ001;s__SFJ001 sp004555865,20.217037423737935,29,76,18.000844484974714,1.0000000000000002,0.8903799358771989
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-841;s__CAG-841 sp900544285,19.636571313683675,31,97,17.99865224116215,0.9237032771826867,0.916588336815188
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002299635,20.580227320916944,30,94,17.993186564010458,0.9300185490364468,0.8742948405493501
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp900543455,19.786425333458673,34,97,17.941744432029314,0.9387659987665833,0.9067703806856906
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-354;s__,19.610190709728673,31,96,17.93627151237337,1.0,0.9146403407221906
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900556255,20.139124659241713,30,95,17.905302607979987,0.9999999999999998,0.8890804794618201
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-977;g__UBA2903;s__,18.984996823161588,29,91,17.879960149068257,1.0,0.941794213378788
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale,19.192194080568747,30,60,17.869480964268547,0.6504060917603519,0.9310806721343347
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791;s__CAG-791 sp000431495,18.573797779026542,29,92,17.828375509150707,0.9773988193086798,0.95986699765206
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1864;s__UMGS1864 sp900555835,20.24733840983735,32,97,17.816916786479716,1.0,0.8799634018969726
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae_M,20.433204935593988,30,60,17.771609139842894,0.5391476412000441,0.8697416384683404
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__Catenibacterium sp000437715,23.56909017234457,31,74,17.75978168488355,0.8218290734524628,0.7535200364128807
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella phocaeensis,19.874867025268582,28,45,17.704108115044303,1.0,0.8907786951497884
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea sp000433215,22.303054989455966,31,57,17.70255760773642,0.7613520916159892,0.7937279272326376
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__UBA1777 sp900546515,17.66460398157888,28,90,17.664603981578882,1.0,1.0000000000000002
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp900542115,21.99316658523058,31,59,17.658170183280074,0.9788500940859908,0.8028934857947353
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__Prevotellamassilia timonensis,21.733384113901536,30,92,17.65188644245266,0.8939908899072188,0.8122014661840818
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp900556015,23.75269266583588,28,97,17.64892648613666,0.8981636185177119,0.7430284530023652
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella massiliensis,23.965108267339943,29,61,17.641315340895847,0.631533423032643,0.7361250007344107
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp900546625,19.024761500653508,29,84,17.63196857860538,0.9883669235251652,0.9267905186616776
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__Butyrivibrio_A crossotus,21.952367932155944,28,90,17.622727912603267,0.8662517368540249,0.8027711619569479
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus acidophilus,19.38321124207828,29,53,17.615478576013928,0.9880103216486104,0.9088008357342334
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-632;s__CAG-632 sp000431515,18.72111541815584,28,85,17.53015764556311,1.0000000000000002,0.9363842513658277
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1994;s__UMGS1994 sp900556975,18.752337208466056,30,91,17.50873358438281,1.0,0.9336827399028532
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615;s__KLE1615 sp900066985,27.368947293403806,31,54,17.47697953271863,0.37374050700764316,0.6385696660291629
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1487;s__UMGS1487 sp900552225,18.148791830258467,28,96,17.438598277846385,1.0,0.9608682738193064
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Mitsuokella;s__Mitsuokella jalaludinii,20.865168260419306,28,87,17.41865097315162,0.8991145375174655,0.8348195785314781
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus_A;s__Butyricicoccus_A sp002395695,19.393402291516104,29,91,17.377997343018237,0.897364082322634,0.8960778042860724
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae_N,20.766022964045902,31,84,17.333962341362753,0.888468264781907,0.8347271103077664
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-433;g__CAG-433;s__CAG-433 sp900546245,19.7214735254781,28,91,17.32829902432282,1.0,0.878651334137708
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__;s__,19.053551825552315,27,85,17.288794968178507,1.0,0.9073791136932732
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA738;s__UBA738 sp003522945,20.971437224849655,30,100,17.282326146478677,0.913336511701859,0.8240887813831069
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp000154245,21.053377584689457,35,103,17.272135520416956,1.0000000000000002,0.8203973662153708
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__UBA737 sp900549755,19.33257556363176,28,90,17.263106021796624,1.0,0.8929542763185573
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__NC2004;s__,17.73797652821696,29,94,17.258030894962918,1.0,0.9729424812074499
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__UBA5026;s__UBA5026 sp900550255,19.047117524718367,28,89,17.223963696982672,0.9999999999999999,0.90428190379097
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__UMGS124;g__UMGS124;s__,18.791355753217783,28,95,17.223236019178994,0.8808606438559649,0.9165510059714416
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__RUG563;s__,17.887845564630844,27,85,17.207414765737468,1.0,0.9619612772016115
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp001275135,21.12859403020021,31,53,17.15160392969295,0.8970923869420873,0.8117721370942742
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003514385,19.12373254317932,28,94,17.148441102343803,1.0,0.8967099421425435
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__Duodenibacillus sp900552545,21.00532808875953,29,77,17.147478016410062,1.0,0.816339451778718
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__Duodenibacillus sp900544335,21.691549561850135,31,97,17.130916246147184,1.0,0.7897506905765767
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-448;s__CAG-448 sp000433415,18.761861489219836,28,90,17.097904777706095,1.0,0.9113117473727319
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus_A,24.793140460515726,29,43,17.094041898373444,0.5004019647106602,0.6894665855500045
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__;s__,22.43635607923394,35,84,17.092657596532803,0.7488324565417783,0.7618285935635057
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__RUG410;s__RUG410 sp900553115,19.03939534556809,28,89,17.061896098511067,0.9999999999999999,0.8961364470265419
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-724;s__,19.770799076680895,29,96,17.045508892931426,1.0,0.862155789799924
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UMGS973;s__UMGS973 sp900547295,19.0940737863256,27,85,17.044690924176297,1.0,0.8926691660939854
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA1242;g__UMGS1470;s__UMGS1470 sp900552105,18.60624879867917,27,85,17.044690924176297,1.0,0.9160734712623145
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella tobetsuensis,19.594317277427123,29,81,17.038291064592155,1.0,0.8695526781236956
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__V9D3004;s__V9D3004 sp002349525,18.739590337718273,28,86,17.016901948126343,1.0,0.9080722492569876
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp900544405,18.668525614400227,28,75,17.008266468574543,0.7463588044774819,0.911066402343792
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003538135,20.473718348153113,29,103,16.971307510153963,0.7610206908589536,0.8289313754130502
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp000431775,18.28482817449025,27,85,16.94579935684241,1.0,0.9267683127853528
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-582;s__,18.492558872553687,29,90,16.917736817923586,1.0,0.9148402303065033
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7182;s__UBA7182 sp003481535,21.00371003676218,27,53,16.91570635500616,0.9142091779823371,0.8053675434196671
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes obesi,20.564069661045053,29,54,16.888325983652013,0.5472787760831389,0.8212540738297498
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__,17.71586792686447,28,96,16.87075455610231,1.0,0.9522962479596823
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS363;s__,17.316911103760724,28,86,16.8216136172582,1.0,0.9713980464798391
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp900541585,21.506453295541704,28,68,16.79165101142785,1.0,0.780772672308026
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS902;s__,17.320345790563437,28,97,16.790366330233976,1.0,0.9694013348960846
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__,19.42145536071247,28,98,16.77828840903583,1.0,0.8639047948474817
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__CAG-822;s__,18.64186217933186,27,85,16.740705217656547,1.0,0.8980167891283353
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1375;s__UMGS1375 sp900066615,22.93988037413512,30,56,16.726539569135763,0.7271026750039651,0.7291467652113416
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp900540105,17.44754431495978,29,77,16.70131857787481,1.0,0.9572303286001603
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp000435795,23.85963964728778,28,53,16.700930057981523,0.6949034201076331,0.6999657289409225
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__,17.426068198415216,29,92,16.69574012929864,1.0,0.9580899109999469
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__,17.951944614457766,28,89,16.649868706399975,0.9999999999999999,0.9274688098687007
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__,18.187517652283415,28,89,16.64963589310575,1.0,0.9154430093991092
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A;s__Ruminococcus_A sp000432335,26.045750466833226,29,65,16.64732095550318,0.6984681759906213,0.6391568934326524
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella sp003436425,18.17097225176751,28,93,16.635183187530455,1.0,0.9154811837826858
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bacteroides_F;s__Bacteroides_F pectinophilus,17.916057389658576,27,85,16.63274416978954,1.0,0.9283707798005947
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA11475;s__UBA11475 sp003538975,18.17730495543536,29,93,16.628188457874767,1.0000000000000002,0.9147774380548434
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245,23.186100619403216,31,92,16.58215645296144,0.8096056547316097,0.7151765933028305
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__CAG-884;s__,18.20617832731623,27,91,16.54416897706255,1.0,0.9087117944044286
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__UMGS1670;s__UMGS1670 sp900553995,18.18880586965056,28,91,16.494016577188493,1.0,0.9068223991938934
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1472;s__UMGS1472 sp900552095,20.593208234016377,27,57,16.48518654438993,1.0,0.800515701927361
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1740;s__,17.9814281688523,27,94,16.467811451752734,0.9999999999999999,0.9158233315570853
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger variabilis_B,19.535612281307095,27,88,16.459739468562724,0.9677678608158533,0.8425504781497143
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp900541925,18.678792142764728,28,90,16.430968708175723,1.0,0.8796590583904697
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes caccae,25.425107531439913,28,65,16.394157886425397,0.4141009686040818,0.6448019095357957
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp000438355,19.199780289440987,28,60,16.365676719145682,1.0000000000000002,0.8523887498934593
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA5905;s__UBA5905 sp900549155,19.363315742654354,29,77,16.33313603089657,1.0,0.8435092547149466
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp900551335,17.673236611444707,28,92,16.333120947073276,1.0,0.9241725953296178
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster lavalensis,20.26990460594112,33,71,16.313517484594215,1.0,0.8048147143135894
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495;s__CAG-495 sp000436375,20.46344302254336,31,62,16.306919851913566,0.7943589488770985,0.7968805559235169
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__Zag111 sp002102825,18.604694424123238,27,80,16.300258266532985,1.0,0.8761368445481011
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp000431075,17.491949724904558,27,88,16.29506998612621,1.0,0.9315753956762028
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__,17.818480102715547,27,87,16.28086260019599,1.0,0.9137065847560577
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus;s__,19.422848033068345,27,92,16.24746561939711,0.9231996651257396,0.8365130382390373
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__UBA5026;s__,17.589959458156947,26,90,16.222083104068872,1.0,0.9222353890387307
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1071;s__,18.169278376220824,27,87,16.205049533074785,0.9999999999999998,0.891892853283775
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium sp900546885,28.53273107199577,30,63,16.17189057121081,0.6708499761055092,0.5667838290840359
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-590;s__CAG-590 sp900552885,18.596845096496747,26,84,16.17150625415451,1.0,0.8695833175058754
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__SFFH01;s__,17.029845612498498,26,86,16.147357874567078,1.0,0.9481799331590095
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__UBA644;g__;s__,17.280114183928536,26,92,16.129512837028713,1.0000000000000002,0.9334147138929241
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA9475;s__UBA9475 sp900549885,17.630866477722254,27,47,16.121236864795208,0.6261252245300071,0.9143757560166109
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900557405,17.550655267958515,29,93,16.118175672009983,1.0,0.9183802784524092
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp900313295,17.8902263946451,26,92,16.059886195548593,1.0,0.8976904954291487
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C callidus,21.578429653050975,26,53,16.05676811413948,0.60200857077887,0.7441119846211428
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag1;s__Zag1 sp900556295,18.202041749985582,28,89,15.993771606291972,1.0,0.8786800857823898
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__Duodenibacillus massiliensis,23.402123271927305,27,67,15.985547472975737,0.5821608950088671,0.6830810729106647
d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__UBA733;s__,17.785693489122522,25,85,15.964273301958047,1.0,0.8975907131044156
d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-288;g__CAG-288;s__CAG-288 sp000437395,17.173863116390798,25,80,15.964273301958047,1.0,0.9295679832641548
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium;s__Oribacterium sp004554245,16.884741020423792,25,84,15.964273301958047,0.9999999999999999,0.9454852332438888
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-354;s__CAG-354 sp900555085,16.705407675387182,25,80,15.964273301958047,1.0,0.9556350621409209
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__,16.907665371684097,25,87,15.964273301958047,1.0,0.9442032918804991
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp900544195,18.06756391763399,26,89,15.852366308133934,1.0,0.877393675229342
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000437175,23.1442462708336,27,60,15.812644950506774,0.7576074460558736,0.6832214264170652
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900548245,29.066478897168885,27,74,15.78611783998614,0.731982675285576,0.5431038928325003
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp900545245,18.69544777499202,26,84,15.77590785519182,1.0000000000000002,0.8438368551030094
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900552515,18.39675549469565,26,89,15.756617557329017,0.9747707437304993,0.85648893696892
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__S5-A14a;s__S5-A14a sp900553025,19.351229351153524,27,59,15.734504713326668,1.0,0.8131010401356613
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__UBA5026;s__UBA5026 sp900546745,16.884519920893688,25,86,15.720825501045411,1.0,0.9310792118875546
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__UBA1777 sp900549865,17.746083942902892,25,89,15.720262004683622,1.0000000000000002,0.8858440011476759
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS1826;s__UMGS1826 sp900555435,16.18857181768383,25,87,15.687049665333479,1.0,0.9690199878038342
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp900541945,16.18940513291868,25,87,15.68648616897169,0.9733381945345186,0.9689353030690189
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__UBA1777 sp900549645,16.931726095177645,25,87,15.68648616897169,1.0,0.9264552285333382
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__UBA3789;s__UBA3789 sp900543055,17.48441710423264,27,89,15.684739909333315,0.9999999999999999,0.8970696486951425
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1623;s__,19.578087388121418,28,69,15.67469465621811,1.0,0.8006244096003163
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__,16.796356530923973,26,84,15.661607717003236,1.0,0.9324407759604568
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-590;s__,16.53917373932437,26,80,15.66062620058072,1.0,0.9468808084012825
Study_Pehrsson2016,18.745423566782293,30,103,15.629179006937342,0.8,0.833759714804894
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Christensenellaceae;g__QAKS01;s__,17.124675246756563,25,60,15.620783461972877,1.0,0.9121798362238417
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-582;s__CAG-582 sp000435515,16.768716365475438,27,83,15.582791425994152,0.9999999999999998,0.9292775360001349
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-1000;s__CAG-1000 sp000434555,18.02677569694191,26,87,15.581487109930729,0.9999999999999999,0.8643524150896267
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp000285855,18.75524204272922,29,64,15.58053741849358,0.924059605095888,0.8307297438762533
